,0,,,
70,027.Shiny_Cowbird,,,027
71,027.Shiny_Cowbird,,,027
72,027.Shiny_Cowbird,,,027
73,027.Shiny_Cowbird,,,027
74,027.Shiny_Cowbird,,,027
75,027.Shiny_Cowbird,,,027
76,027.Shiny_Cowbird,,,027
77,027.Shiny_Cowbird,,,027
78,027.Shiny_Cowbird,,,027
79,027.Shiny_Cowbird,,,027
80,027.Shiny_Cowbird,,,027
81,027.Shiny_Cowbird,,,027
82,027.Shiny_Cowbird,,,027
83,027.Shiny_Cowbird,,,027
84,027.Shiny_Cowbird,,,027
85,027.Shiny_Cowbird,,,027
86,027.Shiny_Cowbird,,,027
87,027.Shiny_Cowbird,,,027
88,027.Shiny_Cowbird,,,027
89,027.Shiny_Cowbird,,,027
90,129.Song_Sparrow,,,129
91,129.Song_Sparrow,,,129
92,129.Song_Sparrow,,,129
93,129.Song_Sparrow,,,129
94,129.Song_Sparrow,,,129
95,129.Song_Sparrow,,,129
96,129.Song_Sparrow,,,129
97,129.Song_Sparrow,,,129
98,129.Song_Sparrow,,,129
99,129.Song_Sparrow,,,129
100,129.Song_Sparrow,,,129
101,129.Song_Sparrow,,,129
102,129.Song_Sparrow,,,129
103,129.Song_Sparrow,,,129
104,129.Song_Sparrow,,,129
105,129.Song_Sparrow,,,129
106,129.Song_Sparrow,,,129
107,129.Song_Sparrow,,,129
108,129.Song_Sparrow,,,129
109,129.Song_Sparrow,,,129
110,129.Song_Sparrow,,,129
111,129.Song_Sparrow,,,129
112,129.Song_Sparrow,,,129
113,129.Song_Sparrow,,,129
114,129.Song_Sparrow,,,129
115,129.Song_Sparrow,,,129
116,129.Song_Sparrow,,,129
117,129.Song_Sparrow,,,129
118,129.Song_Sparrow,,,129
119,129.Song_Sparrow,,,129
120,111.Loggerhead_Shrike,,,111
121,111.Loggerhead_Shrike,,,111
122,111.Loggerhead_Shrike,,,111
123,111.Loggerhead_Shrike,,,111
124,111.Loggerhead_Shrike,,,111
125,111.Loggerhead_Shrike,,,111
126,111.Loggerhead_Shrike,,,111
127,111.Loggerhead_Shrike,,,111
128,111.Loggerhead_Shrike,,,111
129,111.Loggerhead_Shrike,,,111
130,111.Loggerhead_Shrike,,,111
131,111.Loggerhead_Shrike,,,111
132,111.Loggerhead_Shrike,,,111
133,111.Loggerhead_Shrike,,,111
134,111.Loggerhead_Shrike,,,111
135,111.Loggerhead_Shrike,,,111
136,111.Loggerhead_Shrike,,,111
137,111.Loggerhead_Shrike,,,111
138,111.Loggerhead_Shrike,,,111
139,111.Loggerhead_Shrike,,,111
140,111.Loggerhead_Shrike,,,111
141,111.Loggerhead_Shrike,,,111
142,111.Loggerhead_Shrike,,,111
143,111.Loggerhead_Shrike,,,111
144,111.Loggerhead_Shrike,,,111
145,111.Loggerhead_Shrike,,,111
146,111.Loggerhead_Shrike,,,111
147,111.Loggerhead_Shrike,,,111
148,111.Loggerhead_Shrike,,,111
149,111.Loggerhead_Shrike,,,111
150,052.Pied_billed_Grebe,,,052
151,052.Pied_billed_Grebe,,,052
152,052.Pied_billed_Grebe,,,052
153,052.Pied_billed_Grebe,,,052
154,052.Pied_billed_Grebe,,,052
155,052.Pied_billed_Grebe,,,052
156,052.Pied_billed_Grebe,,,052
157,052.Pied_billed_Grebe,,,052
158,052.Pied_billed_Grebe,,,052
159,052.Pied_billed_Grebe,,,052
160,052.Pied_billed_Grebe,,,052
161,052.Pied_billed_Grebe,,,052
162,052.Pied_billed_Grebe,,,052
163,052.Pied_billed_Grebe,,,052
164,052.Pied_billed_Grebe,,,052
165,052.Pied_billed_Grebe,,,052
166,052.Pied_billed_Grebe,,,052
167,052.Pied_billed_Grebe,,,052
168,052.Pied_billed_Grebe,,,052
169,052.Pied_billed_Grebe,,,052
170,052.Pied_billed_Grebe,,,052
171,052.Pied_billed_Grebe,,,052
172,052.Pied_billed_Grebe,,,052
173,052.Pied_billed_Grebe,,,052
174,052.Pied_billed_Grebe,,,052
175,052.Pied_billed_Grebe,,,052
176,052.Pied_billed_Grebe,,,052
177,052.Pied_billed_Grebe,,,052
178,052.Pied_billed_Grebe,,,052
179,052.Pied_billed_Grebe,,,052
180,002.Laysan_Albatross,,,002
181,002.Laysan_Albatross,,,002
182,002.Laysan_Albatross,,,002
183,002.Laysan_Albatross,,,002
184,002.Laysan_Albatross,,,002
185,002.Laysan_Albatross,,,002
186,002.Laysan_Albatross,,,002
187,002.Laysan_Albatross,,,002
188,002.Laysan_Albatross,,,002
189,002.Laysan_Albatross,,,002
190,002.Laysan_Albatross,,,002
191,002.Laysan_Albatross,,,002
192,002.Laysan_Albatross,,,002
193,002.Laysan_Albatross,,,002
194,002.Laysan_Albatross,,,002
195,002.Laysan_Albatross,,,002
196,002.Laysan_Albatross,,,002
197,002.Laysan_Albatross,,,002
198,002.Laysan_Albatross,,,002
199,002.Laysan_Albatross,,,002
200,002.Laysan_Albatross,,,002
201,002.Laysan_Albatross,,,002
202,002.Laysan_Albatross,,,002
203,002.Laysan_Albatross,,,002
204,002.Laysan_Albatross,,,002
205,002.Laysan_Albatross,,,002
206,002.Laysan_Albatross,,,002
207,002.Laysan_Albatross,,,002
208,002.Laysan_Albatross,,,002
209,002.Laysan_Albatross,,,002
210,161.Blue_winged_Warbler,,,161
211,161.Blue_winged_Warbler,,,161
212,161.Blue_winged_Warbler,,,161
213,161.Blue_winged_Warbler,,,161
214,161.Blue_winged_Warbler,,,161
215,161.Blue_winged_Warbler,,,161
216,161.Blue_winged_Warbler,,,161
217,161.Blue_winged_Warbler,,,161
218,161.Blue_winged_Warbler,,,161
219,161.Blue_winged_Warbler,,,161
220,161.Blue_winged_Warbler,,,161
221,161.Blue_winged_Warbler,,,161
222,161.Blue_winged_Warbler,,,161
223,161.Blue_winged_Warbler,,,161
224,161.Blue_winged_Warbler,,,161
225,161.Blue_winged_Warbler,,,161
226,161.Blue_winged_Warbler,,,161
227,161.Blue_winged_Warbler,,,161
228,161.Blue_winged_Warbler,,,161
229,161.Blue_winged_Warbler,,,161
230,161.Blue_winged_Warbler,,,161
231,161.Blue_winged_Warbler,,,161
232,161.Blue_winged_Warbler,,,161
233,161.Blue_winged_Warbler,,,161
234,161.Blue_winged_Warbler,,,161
235,161.Blue_winged_Warbler,,,161
236,161.Blue_winged_Warbler,,,161
237,161.Blue_winged_Warbler,,,161
238,161.Blue_winged_Warbler,,,161
239,161.Blue_winged_Warbler,,,161
240,040.Olive_sided_Flycatcher,,,040
241,040.Olive_sided_Flycatcher,,,040
242,040.Olive_sided_Flycatcher,,,040
243,040.Olive_sided_Flycatcher,,,040
244,040.Olive_sided_Flycatcher,,,040
245,040.Olive_sided_Flycatcher,,,040
246,040.Olive_sided_Flycatcher,,,040
247,040.Olive_sided_Flycatcher,,,040
248,040.Olive_sided_Flycatcher,,,040
249,040.Olive_sided_Flycatcher,,,040
250,040.Olive_sided_Flycatcher,,,040
251,040.Olive_sided_Flycatcher,,,040
252,040.Olive_sided_Flycatcher,,,040
253,040.Olive_sided_Flycatcher,,,040
254,040.Olive_sided_Flycatcher,,,040
255,040.Olive_sided_Flycatcher,,,040
256,040.Olive_sided_Flycatcher,,,040
257,040.Olive_sided_Flycatcher,,,040
258,040.Olive_sided_Flycatcher,,,040
259,040.Olive_sided_Flycatcher,,,040
260,040.Olive_sided_Flycatcher,,,040
261,040.Olive_sided_Flycatcher,,,040
262,040.Olive_sided_Flycatcher,,,040
263,040.Olive_sided_Flycatcher,,,040
264,040.Olive_sided_Flycatcher,,,040
265,040.Olive_sided_Flycatcher,,,040
266,040.Olive_sided_Flycatcher,,,040
267,040.Olive_sided_Flycatcher,,,040
268,040.Olive_sided_Flycatcher,,,040
269,040.Olive_sided_Flycatcher,,,040
270,046.Gadwall,,,046
271,046.Gadwall,,,046
272,046.Gadwall,,,046
273,046.Gadwall,,,046
274,046.Gadwall,,,046
275,046.Gadwall,,,046
276,046.Gadwall,,,046
277,046.Gadwall,,,046
278,046.Gadwall,,,046
279,046.Gadwall,,,046
280,046.Gadwall,,,046
281,046.Gadwall,,,046
282,046.Gadwall,,,046
283,046.Gadwall,,,046
284,046.Gadwall,,,046
285,046.Gadwall,,,046
286,046.Gadwall,,,046
287,046.Gadwall,,,046
288,046.Gadwall,,,046
289,046.Gadwall,,,046
290,046.Gadwall,,,046
291,046.Gadwall,,,046
292,046.Gadwall,,,046
293,046.Gadwall,,,046
294,046.Gadwall,,,046
295,046.Gadwall,,,046
296,046.Gadwall,,,046
297,046.Gadwall,,,046
298,046.Gadwall,,,046
299,046.Gadwall,,,046
300,088.Western_Meadowlark,,,088
301,088.Western_Meadowlark,,,088
302,088.Western_Meadowlark,,,088
303,088.Western_Meadowlark,,,088
304,088.Western_Meadowlark,,,088
305,088.Western_Meadowlark,,,088
306,088.Western_Meadowlark,,,088
307,088.Western_Meadowlark,,,088
308,088.Western_Meadowlark,,,088
309,088.Western_Meadowlark,,,088
310,088.Western_Meadowlark,,,088
311,088.Western_Meadowlark,,,088
312,088.Western_Meadowlark,,,088
313,088.Western_Meadowlark,,,088
314,088.Western_Meadowlark,,,088
315,088.Western_Meadowlark,,,088
316,088.Western_Meadowlark,,,088
317,088.Western_Meadowlark,,,088
318,088.Western_Meadowlark,,,088
319,088.Western_Meadowlark,,,088
320,088.Western_Meadowlark,,,088
321,088.Western_Meadowlark,,,088
322,088.Western_Meadowlark,,,088
323,088.Western_Meadowlark,,,088
324,088.Western_Meadowlark,,,088
325,088.Western_Meadowlark,,,088
326,088.Western_Meadowlark,,,088
327,088.Western_Meadowlark,,,088
328,088.Western_Meadowlark,,,088
329,088.Western_Meadowlark,,,088
330,172.Nashville_Warbler,,,172
331,172.Nashville_Warbler,,,172
332,172.Nashville_Warbler,,,172
333,172.Nashville_Warbler,,,172
334,172.Nashville_Warbler,,,172
335,172.Nashville_Warbler,,,172
336,172.Nashville_Warbler,,,172
337,172.Nashville_Warbler,,,172
338,172.Nashville_Warbler,,,172
339,172.Nashville_Warbler,,,172
340,172.Nashville_Warbler,,,172
341,172.Nashville_Warbler,,,172
342,172.Nashville_Warbler,,,172
343,172.Nashville_Warbler,,,172
344,172.Nashville_Warbler,,,172
345,172.Nashville_Warbler,,,172
346,172.Nashville_Warbler,,,172
347,172.Nashville_Warbler,,,172
348,172.Nashville_Warbler,,,172
349,172.Nashville_Warbler,,,172
350,172.Nashville_Warbler,,,172
351,172.Nashville_Warbler,,,172
352,172.Nashville_Warbler,,,172
353,172.Nashville_Warbler,,,172
354,172.Nashville_Warbler,,,172
355,172.Nashville_Warbler,,,172
356,172.Nashville_Warbler,,,172
357,172.Nashville_Warbler,,,172
358,172.Nashville_Warbler,,,172
359,172.Nashville_Warbler,,,172
360,139.Scarlet_Tanager,,,139
361,139.Scarlet_Tanager,,,139
362,139.Scarlet_Tanager,,,139
363,139.Scarlet_Tanager,,,139
364,139.Scarlet_Tanager,,,139
365,139.Scarlet_Tanager,,,139
366,139.Scarlet_Tanager,,,139
367,139.Scarlet_Tanager,,,139
368,139.Scarlet_Tanager,,,139
369,139.Scarlet_Tanager,,,139
370,139.Scarlet_Tanager,,,139
371,139.Scarlet_Tanager,,,139
372,139.Scarlet_Tanager,,,139
373,139.Scarlet_Tanager,,,139
374,139.Scarlet_Tanager,,,139
375,139.Scarlet_Tanager,,,139
376,139.Scarlet_Tanager,,,139
377,139.Scarlet_Tanager,,,139
378,139.Scarlet_Tanager,,,139
379,139.Scarlet_Tanager,,,139
380,139.Scarlet_Tanager,,,139
381,139.Scarlet_Tanager,,,139
382,139.Scarlet_Tanager,,,139
383,139.Scarlet_Tanager,,,139
384,139.Scarlet_Tanager,,,139
385,139.Scarlet_Tanager,,,139
386,139.Scarlet_Tanager,,,139
387,139.Scarlet_Tanager,,,139
388,139.Scarlet_Tanager,,,139
389,139.Scarlet_Tanager,,,139
390,195.Carolina_Wren,,,195
391,195.Carolina_Wren,,,195
392,195.Carolina_Wren,,,195
393,195.Carolina_Wren,,,195
394,195.Carolina_Wren,,,195
395,195.Carolina_Wren,,,195
396,195.Carolina_Wren,,,195
397,195.Carolina_Wren,,,195
398,195.Carolina_Wren,,,195
399,195.Carolina_Wren,,,195
400,195.Carolina_Wren,,,195
401,195.Carolina_Wren,,,195
402,195.Carolina_Wren,,,195
403,195.Carolina_Wren,,,195
404,195.Carolina_Wren,,,195
405,195.Carolina_Wren,,,195
406,195.Carolina_Wren,,,195
407,195.Carolina_Wren,,,195
408,195.Carolina_Wren,,,195
409,195.Carolina_Wren,,,195
410,195.Carolina_Wren,,,195
411,195.Carolina_Wren,,,195
412,195.Carolina_Wren,,,195
413,195.Carolina_Wren,,,195
414,195.Carolina_Wren,,,195
415,195.Carolina_Wren,,,195
416,195.Carolina_Wren,,,195
417,195.Carolina_Wren,,,195
418,195.Carolina_Wren,,,195
419,195.Carolina_Wren,,,195
420,134.Cape_Glossy_Starling,,,134
421,134.Cape_Glossy_Starling,,,134
422,134.Cape_Glossy_Starling,,,134
423,134.Cape_Glossy_Starling,,,134
424,134.Cape_Glossy_Starling,,,134
425,134.Cape_Glossy_Starling,,,134
426,134.Cape_Glossy_Starling,,,134
427,134.Cape_Glossy_Starling,,,134
428,134.Cape_Glossy_Starling,,,134
429,134.Cape_Glossy_Starling,,,134
430,134.Cape_Glossy_Starling,,,134
431,134.Cape_Glossy_Starling,,,134
432,134.Cape_Glossy_Starling,,,134
433,134.Cape_Glossy_Starling,,,134
434,134.Cape_Glossy_Starling,,,134
435,134.Cape_Glossy_Starling,,,134
436,134.Cape_Glossy_Starling,,,134
437,134.Cape_Glossy_Starling,,,134
438,134.Cape_Glossy_Starling,,,134
439,134.Cape_Glossy_Starling,,,134
440,134.Cape_Glossy_Starling,,,134
441,134.Cape_Glossy_Starling,,,134
442,134.Cape_Glossy_Starling,,,134
443,134.Cape_Glossy_Starling,,,134
444,134.Cape_Glossy_Starling,,,134
445,134.Cape_Glossy_Starling,,,134
446,134.Cape_Glossy_Starling,,,134
447,134.Cape_Glossy_Starling,,,134
448,134.Cape_Glossy_Starling,,,134
449,134.Cape_Glossy_Starling,,,134
450,095.Baltimore_Oriole,,,095
451,095.Baltimore_Oriole,,,095
452,095.Baltimore_Oriole,,,095
453,095.Baltimore_Oriole,,,095
454,095.Baltimore_Oriole,,,095
455,095.Baltimore_Oriole,,,095
456,095.Baltimore_Oriole,,,095
457,095.Baltimore_Oriole,,,095
458,095.Baltimore_Oriole,,,095
459,095.Baltimore_Oriole,,,095
460,095.Baltimore_Oriole,,,095
461,095.Baltimore_Oriole,,,095
462,095.Baltimore_Oriole,,,095
463,095.Baltimore_Oriole,,,095
464,095.Baltimore_Oriole,,,095
465,095.Baltimore_Oriole,,,095
466,095.Baltimore_Oriole,,,095
467,095.Baltimore_Oriole,,,095
468,095.Baltimore_Oriole,,,095
469,095.Baltimore_Oriole,,,095
470,095.Baltimore_Oriole,,,095
471,095.Baltimore_Oriole,,,095
472,095.Baltimore_Oriole,,,095
473,095.Baltimore_Oriole,,,095
474,095.Baltimore_Oriole,,,095
475,095.Baltimore_Oriole,,,095
476,095.Baltimore_Oriole,,,095
477,095.Baltimore_Oriole,,,095
478,095.Baltimore_Oriole,,,095
479,095.Baltimore_Oriole,,,095
480,130.Tree_Sparrow,,,130
481,130.Tree_Sparrow,,,130
482,130.Tree_Sparrow,,,130
483,130.Tree_Sparrow,,,130
484,130.Tree_Sparrow,,,130
485,130.Tree_Sparrow,,,130
486,130.Tree_Sparrow,,,130
487,130.Tree_Sparrow,,,130
488,130.Tree_Sparrow,,,130
489,130.Tree_Sparrow,,,130
490,130.Tree_Sparrow,,,130
491,130.Tree_Sparrow,,,130
492,130.Tree_Sparrow,,,130
493,130.Tree_Sparrow,,,130
494,130.Tree_Sparrow,,,130
495,130.Tree_Sparrow,,,130
496,130.Tree_Sparrow,,,130
497,130.Tree_Sparrow,,,130
498,130.Tree_Sparrow,,,130
499,130.Tree_Sparrow,,,130
500,130.Tree_Sparrow,,,130
501,130.Tree_Sparrow,,,130
502,130.Tree_Sparrow,,,130
503,130.Tree_Sparrow,,,130
504,130.Tree_Sparrow,,,130
505,130.Tree_Sparrow,,,130
506,130.Tree_Sparrow,,,130
507,130.Tree_Sparrow,,,130
508,130.Tree_Sparrow,,,130
509,130.Tree_Sparrow,,,130
510,085.Horned_Lark,,,085
511,085.Horned_Lark,,,085
512,085.Horned_Lark,,,085
513,085.Horned_Lark,,,085
514,085.Horned_Lark,,,085
515,085.Horned_Lark,,,085
516,085.Horned_Lark,,,085
517,085.Horned_Lark,,,085
518,085.Horned_Lark,,,085
519,085.Horned_Lark,,,085
520,085.Horned_Lark,,,085
521,085.Horned_Lark,,,085
522,085.Horned_Lark,,,085
523,085.Horned_Lark,,,085
524,085.Horned_Lark,,,085
525,085.Horned_Lark,,,085
526,085.Horned_Lark,,,085
527,085.Horned_Lark,,,085
528,085.Horned_Lark,,,085
529,085.Horned_Lark,,,085
530,085.Horned_Lark,,,085
531,085.Horned_Lark,,,085
532,085.Horned_Lark,,,085
533,085.Horned_Lark,,,085
534,085.Horned_Lark,,,085
535,085.Horned_Lark,,,085
536,085.Horned_Lark,,,085
537,085.Horned_Lark,,,085
538,085.Horned_Lark,,,085
539,085.Horned_Lark,,,085
540,123.Henslow_Sparrow,,,123
541,123.Henslow_Sparrow,,,123
542,123.Henslow_Sparrow,,,123
543,123.Henslow_Sparrow,,,123
544,123.Henslow_Sparrow,,,123
545,123.Henslow_Sparrow,,,123
546,123.Henslow_Sparrow,,,123
547,123.Henslow_Sparrow,,,123
548,123.Henslow_Sparrow,,,123
549,123.Henslow_Sparrow,,,123
550,123.Henslow_Sparrow,,,123
551,123.Henslow_Sparrow,,,123
552,123.Henslow_Sparrow,,,123
553,123.Henslow_Sparrow,,,123
554,123.Henslow_Sparrow,,,123
555,123.Henslow_Sparrow,,,123
556,123.Henslow_Sparrow,,,123
557,123.Henslow_Sparrow,,,123
558,123.Henslow_Sparrow,,,123
559,123.Henslow_Sparrow,,,123
560,123.Henslow_Sparrow,,,123
561,123.Henslow_Sparrow,,,123
562,123.Henslow_Sparrow,,,123
563,123.Henslow_Sparrow,,,123
564,123.Henslow_Sparrow,,,123
565,123.Henslow_Sparrow,,,123
566,123.Henslow_Sparrow,,,123
567,123.Henslow_Sparrow,,,123
568,123.Henslow_Sparrow,,,123
569,123.Henslow_Sparrow,,,123
570,133.White_throated_Sparrow,,,133
571,133.White_throated_Sparrow,,,133
572,133.White_throated_Sparrow,,,133
573,133.White_throated_Sparrow,,,133
574,133.White_throated_Sparrow,,,133
575,133.White_throated_Sparrow,,,133
576,133.White_throated_Sparrow,,,133
577,133.White_throated_Sparrow,,,133
578,133.White_throated_Sparrow,,,133
579,133.White_throated_Sparrow,,,133
580,133.White_throated_Sparrow,,,133
581,133.White_throated_Sparrow,,,133
582,133.White_throated_Sparrow,,,133
583,133.White_throated_Sparrow,,,133
584,133.White_throated_Sparrow,,,133
585,133.White_throated_Sparrow,,,133
586,133.White_throated_Sparrow,,,133
587,133.White_throated_Sparrow,,,133
588,133.White_throated_Sparrow,,,133
589,133.White_throated_Sparrow,,,133
590,133.White_throated_Sparrow,,,133
591,133.White_throated_Sparrow,,,133
592,133.White_throated_Sparrow,,,133
593,133.White_throated_Sparrow,,,133
594,133.White_throated_Sparrow,,,133
595,133.White_throated_Sparrow,,,133
596,133.White_throated_Sparrow,,,133
597,133.White_throated_Sparrow,,,133
598,133.White_throated_Sparrow,,,133
599,133.White_throated_Sparrow,,,133
600,103.Sayornis,,,103
601,103.Sayornis,,,103
602,103.Sayornis,,,103
603,103.Sayornis,,,103
604,103.Sayornis,,,103
605,103.Sayornis,,,103
606,103.Sayornis,,,103
607,103.Sayornis,,,103
608,103.Sayornis,,,103
609,103.Sayornis,,,103
610,103.Sayornis,,,103
611,103.Sayornis,,,103
612,103.Sayornis,,,103
613,103.Sayornis,,,103
614,103.Sayornis,,,103
615,103.Sayornis,,,103
616,103.Sayornis,,,103
617,103.Sayornis,,,103
618,103.Sayornis,,,103
619,103.Sayornis,,,103
620,103.Sayornis,,,103
621,103.Sayornis,,,103
622,103.Sayornis,,,103
623,103.Sayornis,,,103
624,103.Sayornis,,,103
625,103.Sayornis,,,103
626,103.Sayornis,,,103
627,103.Sayornis,,,103
628,103.Sayornis,,,103
629,103.Sayornis,,,103
630,081.Pied_Kingfisher,,,081
631,081.Pied_Kingfisher,,,081
632,081.Pied_Kingfisher,,,081
633,081.Pied_Kingfisher,,,081
634,081.Pied_Kingfisher,,,081
635,081.Pied_Kingfisher,,,081
636,081.Pied_Kingfisher,,,081
637,081.Pied_Kingfisher,,,081
638,081.Pied_Kingfisher,,,081
639,081.Pied_Kingfisher,,,081
640,081.Pied_Kingfisher,,,081
641,081.Pied_Kingfisher,,,081
642,081.Pied_Kingfisher,,,081
643,081.Pied_Kingfisher,,,081
644,081.Pied_Kingfisher,,,081
645,081.Pied_Kingfisher,,,081
646,081.Pied_Kingfisher,,,081
647,081.Pied_Kingfisher,,,081
648,081.Pied_Kingfisher,,,081
649,081.Pied_Kingfisher,,,081
650,081.Pied_Kingfisher,,,081
651,081.Pied_Kingfisher,,,081
652,081.Pied_Kingfisher,,,081
653,081.Pied_Kingfisher,,,081
654,081.Pied_Kingfisher,,,081
655,081.Pied_Kingfisher,,,081
656,081.Pied_Kingfisher,,,081
657,081.Pied_Kingfisher,,,081
658,081.Pied_Kingfisher,,,081
659,081.Pied_Kingfisher,,,081
660,185.Bohemian_Waxwing,,,185
661,185.Bohemian_Waxwing,,,185
662,185.Bohemian_Waxwing,,,185
663,185.Bohemian_Waxwing,,,185
664,185.Bohemian_Waxwing,,,185
665,185.Bohemian_Waxwing,,,185
666,185.Bohemian_Waxwing,,,185
667,185.Bohemian_Waxwing,,,185
668,185.Bohemian_Waxwing,,,185
669,185.Bohemian_Waxwing,,,185
670,185.Bohemian_Waxwing,,,185
671,185.Bohemian_Waxwing,,,185
672,185.Bohemian_Waxwing,,,185
673,185.Bohemian_Waxwing,,,185
674,185.Bohemian_Waxwing,,,185
675,185.Bohemian_Waxwing,,,185
676,185.Bohemian_Waxwing,,,185
677,185.Bohemian_Waxwing,,,185
678,185.Bohemian_Waxwing,,,185
679,185.Bohemian_Waxwing,,,185
680,185.Bohemian_Waxwing,,,185
681,185.Bohemian_Waxwing,,,185
682,185.Bohemian_Waxwing,,,185
683,185.Bohemian_Waxwing,,,185
684,185.Bohemian_Waxwing,,,185
685,185.Bohemian_Waxwing,,,185
686,185.Bohemian_Waxwing,,,185
687,185.Bohemian_Waxwing,,,185
688,185.Bohemian_Waxwing,,,185
689,185.Bohemian_Waxwing,,,185
690,171.Myrtle_Warbler,,,171
691,171.Myrtle_Warbler,,,171
692,171.Myrtle_Warbler,,,171
693,171.Myrtle_Warbler,,,171
694,171.Myrtle_Warbler,,,171
695,171.Myrtle_Warbler,,,171
696,171.Myrtle_Warbler,,,171
697,171.Myrtle_Warbler,,,171
698,171.Myrtle_Warbler,,,171
699,171.Myrtle_Warbler,,,171
700,171.Myrtle_Warbler,,,171
701,171.Myrtle_Warbler,,,171
702,171.Myrtle_Warbler,,,171
703,171.Myrtle_Warbler,,,171
704,171.Myrtle_Warbler,,,171
705,171.Myrtle_Warbler,,,171
706,171.Myrtle_Warbler,,,171
707,171.Myrtle_Warbler,,,171
708,171.Myrtle_Warbler,,,171
709,171.Myrtle_Warbler,,,171
710,171.Myrtle_Warbler,,,171
711,171.Myrtle_Warbler,,,171
712,171.Myrtle_Warbler,,,171
713,171.Myrtle_Warbler,,,171
714,171.Myrtle_Warbler,,,171
715,171.Myrtle_Warbler,,,171
716,171.Myrtle_Warbler,,,171
717,171.Myrtle_Warbler,,,171
718,171.Myrtle_Warbler,,,171
719,171.Myrtle_Warbler,,,171
720,150.Sage_Thrasher,,,150
721,150.Sage_Thrasher,,,150
722,150.Sage_Thrasher,,,150
723,150.Sage_Thrasher,,,150
724,150.Sage_Thrasher,,,150
725,150.Sage_Thrasher,,,150
726,150.Sage_Thrasher,,,150
727,150.Sage_Thrasher,,,150
728,150.Sage_Thrasher,,,150
729,150.Sage_Thrasher,,,150
730,150.Sage_Thrasher,,,150
731,150.Sage_Thrasher,,,150
732,150.Sage_Thrasher,,,150
733,150.Sage_Thrasher,,,150
734,150.Sage_Thrasher,,,150
735,150.Sage_Thrasher,,,150
736,150.Sage_Thrasher,,,150
737,150.Sage_Thrasher,,,150
738,150.Sage_Thrasher,,,150
739,150.Sage_Thrasher,,,150
740,150.Sage_Thrasher,,,150
741,150.Sage_Thrasher,,,150
742,150.Sage_Thrasher,,,150
743,150.Sage_Thrasher,,,150
744,150.Sage_Thrasher,,,150
745,150.Sage_Thrasher,,,150
746,150.Sage_Thrasher,,,150
747,150.Sage_Thrasher,,,150
748,150.Sage_Thrasher,,,150
749,150.Sage_Thrasher,,,150
750,066.Western_Gull,,,066
751,066.Western_Gull,,,066
752,066.Western_Gull,,,066
753,066.Western_Gull,,,066
754,066.Western_Gull,,,066
755,066.Western_Gull,,,066
756,066.Western_Gull,,,066
757,066.Western_Gull,,,066
758,066.Western_Gull,,,066
759,066.Western_Gull,,,066
760,066.Western_Gull,,,066
761,066.Western_Gull,,,066
762,066.Western_Gull,,,066
763,066.Western_Gull,,,066
764,066.Western_Gull,,,066
765,066.Western_Gull,,,066
766,066.Western_Gull,,,066
767,066.Western_Gull,,,066
768,066.Western_Gull,,,066
769,066.Western_Gull,,,066
770,066.Western_Gull,,,066
771,066.Western_Gull,,,066
772,066.Western_Gull,,,066
773,066.Western_Gull,,,066
