,0
568,123.Henslow_Sparrow
569,123.Henslow_Sparrow
570,133.White_throated_Sparrow
571,133.White_throated_Sparrow
572,133.White_throated_Sparrow
573,133.White_throated_Sparrow
574,133.White_throated_Sparrow
575,133.White_throated_Sparrow
576,133.White_throated_Sparrow
577,133.White_throated_Sparrow
578,133.White_throated_Sparrow
579,133.White_throated_Sparrow
580,133.White_throated_Sparrow
581,133.White_throated_Sparrow
582,133.White_throated_Sparrow
583,133.White_throated_Sparrow
584,133.White_throated_Sparrow
585,133.White_throated_Sparrow
586,133.White_throated_Sparrow
587,133.White_throated_Sparrow
588,133.White_throated_Sparrow
589,133.White_throated_Sparrow
590,133.White_throated_Sparrow
591,133.White_throated_Sparrow
592,133.White_throated_Sparrow
593,133.White_throated_Sparrow
594,133.White_throated_Sparrow
595,133.White_throated_Sparrow
596,133.White_throated_Sparrow
597,133.White_throated_Sparrow
598,133.White_throated_Sparrow
599,133.White_throated_Sparrow
600,103.Sayornis
601,103.Sayornis
602,103.Sayornis
603,103.Sayornis
604,103.Sayornis
605,103.Sayornis
606,103.Sayornis
607,103.Sayornis
608,103.Sayornis
609,103.Sayornis
610,103.Sayornis
611,103.Sayornis
612,103.Sayornis
613,103.Sayornis
614,103.Sayornis
615,103.Sayornis
616,103.Sayornis
617,103.Sayornis
618,103.Sayornis
619,103.Sayornis
620,103.Sayornis
621,103.Sayornis
622,103.Sayornis
623,103.Sayornis
624,103.Sayornis
625,103.Sayornis
626,103.Sayornis
627,103.Sayornis
628,103.Sayornis
629,103.Sayornis
630,081.Pied_Kingfisher
631,081.Pied_Kingfisher
632,081.Pied_Kingfisher
633,081.Pied_Kingfisher
634,081.Pied_Kingfisher
635,081.Pied_Kingfisher
636,081.Pied_Kingfisher
637,081.Pied_Kingfisher
638,081.Pied_Kingfisher
639,081.Pied_Kingfisher
640,081.Pied_Kingfisher
641,081.Pied_Kingfisher
642,081.Pied_Kingfisher
643,081.Pied_Kingfisher
644,081.Pied_Kingfisher
645,081.Pied_Kingfisher
646,081.Pied_Kingfisher
647,081.Pied_Kingfisher
648,081.Pied_Kingfisher
649,081.Pied_Kingfisher
650,081.Pied_Kingfisher
651,081.Pied_Kingfisher
652,081.Pied_Kingfisher
653,081.Pied_Kingfisher
654,081.Pied_Kingfisher
655,081.Pied_Kingfisher
656,081.Pied_Kingfisher
657,081.Pied_Kingfisher
658,081.Pied_Kingfisher
659,081.Pied_Kingfisher
660,185.Bohemian_Waxwing
661,185.Bohemian_Waxwing
662,185.Bohemian_Waxwing
663,185.Bohemian_Waxwing
664,185.Bohemian_Waxwing
665,185.Bohemian_Waxwing
666,185.Bohemian_Waxwing
667,185.Bohemian_Waxwing
668,185.Bohemian_Waxwing
669,185.Bohemian_Waxwing
670,185.Bohemian_Waxwing
671,185.Bohemian_Waxwing
672,185.Bohemian_Waxwing
673,185.Bohemian_Waxwing
674,185.Bohemian_Waxwing
675,185.Bohemian_Waxwing
676,185.Bohemian_Waxwing
677,185.Bohemian_Waxwing
678,185.Bohemian_Waxwing
679,185.Bohemian_Waxwing
680,185.Bohemian_Waxwing
681,185.Bohemian_Waxwing
682,185.Bohemian_Waxwing
683,185.Bohemian_Waxwing
684,185.Bohemian_Waxwing
685,185.Bohemian_Waxwing
686,185.Bohemian_Waxwing
687,185.Bohemian_Waxwing
688,185.Bohemian_Waxwing
689,185.Bohemian_Waxwing
690,171.Myrtle_Warbler
691,171.Myrtle_Warbler
692,171.Myrtle_Warbler
693,171.Myrtle_Warbler
694,171.Myrtle_Warbler
695,171.Myrtle_Warbler
696,171.Myrtle_Warbler
697,171.Myrtle_Warbler
698,171.Myrtle_Warbler
699,171.Myrtle_Warbler
700,171.Myrtle_Warbler
701,171.Myrtle_Warbler
702,171.Myrtle_Warbler
703,171.Myrtle_Warbler
704,171.Myrtle_Warbler
705,171.Myrtle_Warbler
706,171.Myrtle_Warbler
707,171.Myrtle_Warbler
708,171.Myrtle_Warbler
709,171.Myrtle_Warbler
710,171.Myrtle_Warbler
711,171.Myrtle_Warbler
712,171.Myrtle_Warbler
713,171.Myrtle_Warbler
714,171.Myrtle_Warbler
715,171.Myrtle_Warbler
716,171.Myrtle_Warbler
717,171.Myrtle_Warbler
718,171.Myrtle_Warbler
719,171.Myrtle_Warbler
720,150.Sage_Thrasher
721,150.Sage_Thrasher
722,150.Sage_Thrasher
723,150.Sage_Thrasher
724,150.Sage_Thrasher
725,150.Sage_Thrasher
726,150.Sage_Thrasher
727,150.Sage_Thrasher
728,150.Sage_Thrasher
729,150.Sage_Thrasher
730,150.Sage_Thrasher
731,150.Sage_Thrasher
732,150.Sage_Thrasher
733,150.Sage_Thrasher
734,150.Sage_Thrasher
735,150.Sage_Thrasher
736,150.Sage_Thrasher
737,150.Sage_Thrasher
738,150.Sage_Thrasher
739,150.Sage_Thrasher
740,150.Sage_Thrasher
741,150.Sage_Thrasher
742,150.Sage_Thrasher
743,150.Sage_Thrasher
744,150.Sage_Thrasher
745,150.Sage_Thrasher
746,150.Sage_Thrasher
747,150.Sage_Thrasher
748,150.Sage_Thrasher
749,150.Sage_Thrasher
750,066.Western_Gull
751,066.Western_Gull
752,066.Western_Gull
753,066.Western_Gull
754,066.Western_Gull
755,066.Western_Gull
756,066.Western_Gull
757,066.Western_Gull
758,066.Western_Gull
759,066.Western_Gull
760,066.Western_Gull
761,066.Western_Gull
762,066.Western_Gull
763,066.Western_Gull
764,066.Western_Gull
765,066.Western_Gull
766,066.Western_Gull
767,066.Western_Gull
768,066.Western_Gull
769,066.Western_Gull
770,066.Western_Gull
771,066.Western_Gull
772,066.Western_Gull
773,066.Western_Gull
774,066.Western_Gull
775,066.Western_Gull
776,066.Western_Gull
777,066.Western_Gull
778,066.Western_Gull
779,066.Western_Gull
780,158.Bay_breasted_Warbler
781,158.Bay_breasted_Warbler
782,158.Bay_breasted_Warbler
783,158.Bay_breasted_Warbler
784,158.Bay_breasted_Warbler
785,158.Bay_breasted_Warbler
786,158.Bay_breasted_Warbler
787,158.Bay_breasted_Warbler
788,158.Bay_breasted_Warbler
789,158.Bay_breasted_Warbler
790,158.Bay_breasted_Warbler
791,158.Bay_breasted_Warbler
792,158.Bay_breasted_Warbler
793,158.Bay_breasted_Warbler
794,158.Bay_breasted_Warbler
795,158.Bay_breasted_Warbler
796,158.Bay_breasted_Warbler
797,158.Bay_breasted_Warbler
798,158.Bay_breasted_Warbler
799,158.Bay_breasted_Warbler
800,158.Bay_breasted_Warbler
801,158.Bay_breasted_Warbler
802,158.Bay_breasted_Warbler
803,158.Bay_breasted_Warbler
804,158.Bay_breasted_Warbler
805,158.Bay_breasted_Warbler
806,158.Bay_breasted_Warbler
807,158.Bay_breasted_Warbler
808,158.Bay_breasted_Warbler
809,158.Bay_breasted_Warbler
810,194.Cactus_Wren
811,194.Cactus_Wren
812,194.Cactus_Wren
813,194.Cactus_Wren
814,194.Cactus_Wren
815,194.Cactus_Wren
816,194.Cactus_Wren
817,194.Cactus_Wren
818,194.Cactus_Wren
819,194.Cactus_Wren
820,194.Cactus_Wren
821,194.Cactus_Wren
822,194.Cactus_Wren
823,194.Cactus_Wren
824,194.Cactus_Wren
825,194.Cactus_Wren
826,194.Cactus_Wren
827,194.Cactus_Wren
828,194.Cactus_Wren
829,194.Cactus_Wren
830,194.Cactus_Wren
831,194.Cactus_Wren
832,194.Cactus_Wren
833,194.Cactus_Wren
834,194.Cactus_Wren
835,194.Cactus_Wren
836,194.Cactus_Wren
837,194.Cactus_Wren
838,194.Cactus_Wren
839,194.Cactus_Wren
840,061.Heermann_Gull
841,061.Heermann_Gull
842,061.Heermann_Gull
843,061.Heermann_Gull
844,061.Heermann_Gull
845,061.Heermann_Gull
846,061.Heermann_Gull
847,061.Heermann_Gull
848,061.Heermann_Gull
849,061.Heermann_Gull
850,061.Heermann_Gull
851,061.Heermann_Gull
852,061.Heermann_Gull
853,061.Heermann_Gull
854,061.Heermann_Gull
855,061.Heermann_Gull
856,061.Heermann_Gull
857,061.Heermann_Gull
858,061.Heermann_Gull
859,061.Heermann_Gull
860,061.Heermann_Gull
861,061.Heermann_Gull
862,061.Heermann_Gull
863,061.Heermann_Gull
864,061.Heermann_Gull
865,061.Heermann_Gull
866,061.Heermann_Gull
867,061.Heermann_Gull
868,061.Heermann_Gull
869,061.Heermann_Gull
870,051.Horned_Grebe
871,051.Horned_Grebe
872,051.Horned_Grebe
873,051.Horned_Grebe
874,051.Horned_Grebe
875,051.Horned_Grebe
876,051.Horned_Grebe
877,051.Horned_Grebe
878,051.Horned_Grebe
879,051.Horned_Grebe
880,051.Horned_Grebe
881,051.Horned_Grebe
882,051.Horned_Grebe
883,051.Horned_Grebe
884,051.Horned_Grebe
885,051.Horned_Grebe
886,051.Horned_Grebe
887,051.Horned_Grebe
888,051.Horned_Grebe
889,051.Horned_Grebe
890,051.Horned_Grebe
891,051.Horned_Grebe
892,051.Horned_Grebe
893,051.Horned_Grebe
894,051.Horned_Grebe
895,051.Horned_Grebe
896,051.Horned_Grebe
897,051.Horned_Grebe
898,051.Horned_Grebe
899,051.Horned_Grebe
900,087.Mallard
901,087.Mallard
902,087.Mallard
903,087.Mallard
904,087.Mallard
905,087.Mallard
906,087.Mallard
907,087.Mallard
908,087.Mallard
909,087.Mallard
910,087.Mallard
911,087.Mallard
912,087.Mallard
913,087.Mallard
914,087.Mallard
915,087.Mallard
916,087.Mallard
917,087.Mallard
918,087.Mallard
919,087.Mallard
920,087.Mallard
921,087.Mallard
922,087.Mallard
923,087.Mallard
924,087.Mallard
925,087.Mallard
926,087.Mallard
927,087.Mallard
928,087.Mallard
929,087.Mallard
930,067.Anna_Hummingbird
931,067.Anna_Hummingbird
932,067.Anna_Hummingbird
933,067.Anna_Hummingbird
934,067.Anna_Hummingbird
935,067.Anna_Hummingbird
936,067.Anna_Hummingbird
937,067.Anna_Hummingbird
938,067.Anna_Hummingbird
939,067.Anna_Hummingbird
940,067.Anna_Hummingbird
941,067.Anna_Hummingbird
942,067.Anna_Hummingbird
943,067.Anna_Hummingbird
944,067.Anna_Hummingbird
945,067.Anna_Hummingbird
946,067.Anna_Hummingbird
947,067.Anna_Hummingbird
948,067.Anna_Hummingbird
949,067.Anna_Hummingbird
950,067.Anna_Hummingbird
951,067.Anna_Hummingbird
952,067.Anna_Hummingbird
953,067.Anna_Hummingbird
954,067.Anna_Hummingbird
955,067.Anna_Hummingbird
956,067.Anna_Hummingbird
957,067.Anna_Hummingbird
958,067.Anna_Hummingbird
959,067.Anna_Hummingbird
960,148.Green_tailed_Towhee
961,148.Green_tailed_Towhee
962,148.Green_tailed_Towhee
963,148.Green_tailed_Towhee
964,148.Green_tailed_Towhee
965,148.Green_tailed_Towhee
966,148.Green_tailed_Towhee
967,148.Green_tailed_Towhee
968,148.Green_tailed_Towhee
969,148.Green_tailed_Towhee
970,148.Green_tailed_Towhee
971,148.Green_tailed_Towhee
972,148.Green_tailed_Towhee
973,148.Green_tailed_Towhee
974,148.Green_tailed_Towhee
975,148.Green_tailed_Towhee
976,148.Green_tailed_Towhee
977,148.Green_tailed_Towhee
978,148.Green_tailed_Towhee
979,148.Green_tailed_Towhee
980,148.Green_tailed_Towhee
981,148.Green_tailed_Towhee
982,148.Green_tailed_Towhee
983,148.Green_tailed_Towhee
984,148.Green_tailed_Towhee
985,148.Green_tailed_Towhee
986,148.Green_tailed_Towhee
987,148.Green_tailed_Towhee
988,148.Green_tailed_Towhee
989,148.Green_tailed_Towhee
990,189.Red_bellied_Woodpecker
991,189.Red_bellied_Woodpecker
992,189.Red_bellied_Woodpecker
993,189.Red_bellied_Woodpecker
994,189.Red_bellied_Woodpecker
995,189.Red_bellied_Woodpecker
996,189.Red_bellied_Woodpecker
997,189.Red_bellied_Woodpecker
998,189.Red_bellied_Woodpecker
